"min1","min2","min3","min4","min5","min6","min7","min8","min9","min10","min11","min12","max1","max2","max3","max4","max5","max6","max7","max8","max9","max10","max11","max12","avg1","avg2","avg3","avg4","avg5","avg6","avg7","avg8","avg9","avg10","avg11","avg12","rain1","rain2","rain3","rain4","rain5","rain6","rain7","rain8","rain9","rain10","rain11","rain12"
-6.6,-7.3,-4.5,-0.9,3.8,7.9,9.7,8.9,6.1,3.1,-1.1,-5.1,-0.4,0,3.4,8.6,15.1,19.6,20.7,19.7,15,10.2,4.4,0.9,-3.5643,-3.6714,-0.65,3.7071,9.3857,13.643,15.093,14.186,10.443,6.5214,1.5714,-2.1643,53.571,36.714,40.143,41.071,49.357,57.5,76.786,75.286,76.929,70.071,70,60.714
-6.1,-7.1,-4.1,-0.5,4.3,8.7,10.6,9.6,6.6,3.3,-0.9,-4.9,0.3,0.3,3.8,9.1,15.8,20.4,21.7,20.2,15.5,10.4,4.6,1.2,-2.8267,-3.3133,-0.1,4.24,10.047,14.58,16.16,14.893,11.093,6.8,1.8667,-1.8267,44.333,33.067,30,35.867,43.067,47.067,68.933,70.267,65.533,58.867,59.6,49.8
-6.3,-7,-4.3,-0.8,3.8,7.9,9.8,9.1,6.2,3.1,-1,-4.8,0,0.4,3.8,9.1,15.7,20.2,21.3,20.1,15.5,10.6,4.8,1.3,-3.24,-3.46,-0.4,3.98,9.6,13.94,15.5,14.48,10.72,6.62,1.7067,-1.94,46.533,33.533,34.333,36.333,45.333,50.4,72.133,68.933,67.6,58.8,59.533,51.733
-7,-8,-4.6,-0.8,4.4,9.1,11.1,10.1,6.6,2.9,-1.5,-5.9,-0.4,-0.1,3.6,8.9,15.7,20.1,21.5,20,15.2,10.1,4.4,0.8,-3.7071,-3.9357,-0.37857,4.2143,10.136,14.657,16.271,15.257,11.05,6.6429,1.4929,-2.45,42.071,31.714,31.857,39.429,43.143,55.5,68.857,76.643,69.571,65.786,66.357,49.929
-6.3,-7.2,-4.1,-0.4,4.7,9.2,11.1,10.1,7,3.4,-0.9,-5.1,-0.1,0.1,3.8,9.1,15.7,20.2,21.5,20.1,15.4,10.4,4.7,1.1,-3.2,-3.4923,-0.069231,4.4077,10.269,14.769,16.292,15.246,11.238,6.9154,1.8692,-2,41.538,31,30.308,37.615,43,51,67.154,73,67.692,63.385,63.308,48.615
-6.9,-8.2,-5,-1.4,3.9,8.8,10.9,9.3,6.3,2.4,-2,-6.2,0.3,-0.1,3.5,8.6,15.7,20.5,21.9,19.9,15.1,9.7,4,0.5,-3.4833,-4.2083,-0.73333,3.6083,9.7667,14.492,16.225,14.583,10.675,5.975,0.89167,-2.8917,47.833,36.167,31.583,40,44.917,53.917,74.083,78,71,64.75,66.167,53.667
-6.2,-7.5,-4.4,-0.9,4.2,8.8,10.8,9.6,6.6,2.9,-1.3,-5.4,0.5,0.1,3.8,8.8,15.9,20.6,22,19.9,15.3,9.8,4.1,0.8,-2.9462,-3.6846,-0.36154,3.9077,9.9538,14.608,16.308,14.723,10.923,6.3462,1.4077,-2.3308,46.846,35.923,29.692,38.231,43.538,48.385,70.769,74.846,67.615,62.154,63.308,53.077
-10.2,-10.6,-6.8,-2.5,2.8,7.6,9.6,8.6,4.9,1.1,-3.9,-8.5,-2.4,-1.9,2.3,7.6,14.6,19.1,20.5,19,13.9,8.5,2.5,-1.1,-6.2188,-6.225,-2.2625,2.4938,8.7062,13.381,15.056,13.806,9.3688,4.7312,-0.74375,-4.8125,44.938,34.188,33.438,43,48.875,69.562,84.875,84.688,75.312,65.5,65.188,51.938
-8.8,-9.6,-6,-1.9,3.4,8.2,10.1,9.1,5.5,1.8,-3,-7.4,-1.2,-0.8,3.1,8.4,15.2,19.6,20.9,19.7,14.8,9.5,3.7,0,-4.9111,-5.0778,-1.3333,3.3611,9.4333,14.05,15.672,14.567,10.228,5.6778,0.37222,-3.5889,44.333,33.722,33.333,41.778,46.111,62.611,76.278,81.611,72.833,66.944,67.444,52
-9.9,-10.6,-6.9,-2.7,2.7,7.5,9.6,8.4,4.8,1,-3.9,-8.5,-2.3,-1.8,2.4,7.6,14.9,19.6,21.1,19.2,13.9,8.2,2.1,-1.5,-6.0733,-6.2533,-2.2467,2.4467,8.7533,13.533,15.307,13.753,9.3667,4.58,-0.86,-4.94,49.867,37.8,35.2,43.8,48.533,70,86,87.733,75.867,65.467,66.6,54.533
-8.6,-9.5,-5.9,-1.9,3.4,8.3,10.3,9.1,5.6,1.8,-2.9,-7.4,-0.6,-0.7,3.1,8.1,15.4,20.1,21.6,19.5,14.6,9,3.2,-0.2,-4.6533,-5.1667,-1.46,3.0333,9.2867,14.06,15.807,14.2,10.027,5.3133,0.033333,-3.8467,50,37.867,34.6,42.467,46.733,62.867,80.533,83.667,74.6,66.667,68.067,55
-11.9,-12,-8,-3.5,1.9,6.7,8.6,7.7,3.9,0.1,-5.2,-9.9,-3.9,-3,1.4,6.7,13.9,18.5,19.9,18.3,12.9,7.3,1.1,-2.5,-8.1333,-7.7733,-3.56,1.3333,7.62,12.373,14.06,12.773,8.2,3.4933,-2.2467,-6.42,41.2,31.533,31.533,41.333,50,74.733,92.4,83.867,74.133,58.467,57.067,48.067
-11.1,-11.3,-7.4,-3,2.3,7.2,9.1,8.2,4.4,0.6,-4.6,-9.2,-3.4,-2.7,1.5,6.9,14.1,18.7,20.1,18.4,13.2,7.7,1.6,-2,-7.2143,-7.0286,-2.9214,1.9214,8.1786,12.893,14.564,13.307,8.7714,4.0786,-1.5357,-5.6429,43.357,33.071,32.643,42.714,50.143,73.286,90.143,85,75.571,62.857,61.571,50.5
-11.7,-11.8,-7.7,-3.1,2.2,7.2,9.2,8.1,4.4,0.5,-4.8,-9.7,-3,-2.1,2.4,7.7,15,19.7,21.1,19.3,13.9,8.1,1.9,-1.8,-7.3778,-7.0167,-2.7,2.2056,8.5056,13.328,15.056,13.628,9.05,4.2333,-1.5167,-5.7556,42.278,32.056,31.333,40.944,47.222,69.5,87.611,83.389,71.611,56.167,56.778,47.5
-10.7,-11.1,-7.1,-2.7,2.6,7.6,9.6,8.4,4.8,0.9,-4.2,-9,-2.9,-2.1,2.3,7.6,14.9,19.6,21,19.2,13.7,8,1.8,-1.8,-6.73,-6.6,-2.39,2.44,8.74,13.55,15.3,13.8,9.26,4.48,-1.12,-5.3,45.5,34.3,33,41.9,47.9,69.8,86.7,86,73.8,60.6,61.6,50.4
-14,-13.7,-9.8,-5.3,0.1,4.9,6.8,6,2.3,-1.4,-7.1,-11.7,-5.4,-4.4,0.1,5.2,12.3,17,18.5,16.9,11.5,5.9,-0.3,-3.7,-9.8917,-9.2417,-5.0333,-0.19167,6.025,10.842,12.567,11.35,6.7917,2.1083,-3.825,-7.8667,40.833,31,32.333,39.833,49.417,76.5,95.5,81.75,71.917,53.667,50.917,47.25
-13.1,-13,-9,-4.4,0.9,5.9,7.8,6.9,3.1,-0.7,-6.2,-10.9,-5.3,-4.3,0.1,5.5,12.7,17.3,18.7,17.2,11.8,6.2,0,-3.6,-9.1778,-8.6,-4.3444,0.54444,6.8111,11.594,13.289,12.028,7.4556,2.7444,-3.0889,-7.2556,39.944,30.5,31.278,40.111,49.389,75.556,93.722,82.389,72.222,54.722,52.722,46.833
-12.7,-12.4,-8.2,-3.5,1.8,6.8,8.8,7.8,4.1,0.1,-5.4,-10.2,-5,-3.7,0.8,5.9,13.2,18.1,19.5,17.7,12.3,6.7,0.3,-3.3,-8.8417,-8.0917,-3.7583,1.1833,7.425,12.358,14.092,12.708,8.1083,3.3083,-2.625,-6.8167,39,30.417,30.75,39.667,46.583,69.167,90.25,78.333,67.667,49.25,49.417,45.583
-13.1,-13,-9,-4.4,1,6,7.9,6.9,3.2,-0.6,-6.2,-10.9,-4.6,-3.5,1,6.2,13.6,18.4,19.8,18.1,12.5,6.9,0.5,-3.2,-9.0222,-8.4444,-4.1167,0.78333,7.1167,12.017,13.767,12.344,7.7444,2.9778,-2.9222,-7.1389,42.556,32.778,32.722,42.389,49.722,72.722,93.222,84.333,70.944,53.167,54.056,48.5
-14.1,-13.6,-10.1,-5.8,-0.7,4,6,5.5,1.8,-1.8,-7.5,-11.7,-5.6,-4.6,-0.3,4.5,11.5,16.2,17.7,16.3,11,5.4,-0.6,-3.9,-10.006,-9.2833,-5.4,-0.76667,5.1389,9.9389,11.733,10.75,6.2889,1.6722,-4.1111,-7.8944,48.056,36.444,38.556,41.056,48.722,77.056,96.556,80.667,77.278,60.278,53.389,54.278
-14,-13.6,-9.7,-5.2,0.1,4.9,6.8,6.1,2.3,-1.3,-7,-11.6,-5.6,-4.6,-0.1,4.9,12,16.8,18.2,16.7,11.3,5.7,-0.5,-3.9,-9.7722,-9.0611,-4.9611,-0.17222,5.9167,10.722,12.461,11.344,6.8167,2.15,-3.7444,-7.6833,41.722,31.778,33.278,39.167,47.778,75.222,94.167,79.444,72.556,54.333,49.944,48.167
-12.9,-12.1,-8.4,-3.7,1.4,6.4,8.4,7.6,3.9,0,-5.7,-10.2,-4.4,-3.4,0.9,5.8,12.8,17.6,19,17.4,12.1,6.6,0.4,-2.7,-8.7444,-7.7667,-3.6444,1.1778,7.3111,12.261,13.989,12.694,8.2167,3.45,-2.5167,-6.4944,34.722,27.111,27.389,33.778,40.111,64.111,86.167,68.556,63.556,46.778,41.944,40.889
-13.6,-13.1,-9.2,-4.6,0.7,5.7,7.7,6.8,3.1,-0.8,-6.5,-11.1,-5,-3.6,0.9,6,13.3,18.2,19.5,17.7,12.3,6.8,0.3,-3.2,-9.1944,-8.3222,-4.0611,0.82778,7.0556,12.006,13.728,12.378,7.8222,3.0722,-2.95,-7.0389,37.278,29.278,29.722,37.722,44.444,68.111,90.056,75.167,66,47.833,46.111,43.778
-12.9,-12.3,-9.3,-5.2,-0.5,4.2,6.4,6.1,2.4,-1.2,-6.7,-10.6,-4.2,-3.4,0.5,5.1,11.4,16,17.6,16.5,11.4,6.1,0.3,-2.5,-8.3882,-7.7353,-4.2824,0.029412,5.3529,10.053,11.953,11.347,6.9941,2.5294,-2.9941,-6.4059,69.765,51.941,55.941,48.176,50.471,77.294,96,83.647,94.176,83.059,69,76.588
-12.3,-11.7,-8.4,-4.2,0.5,5.2,7.2,6.9,3.2,-0.4,-5.9,-9.9,-4.3,-3.4,0.7,5.4,12,16.7,18.2,16.9,11.8,6.4,0.4,-2.6,-8.2,-7.4615,-3.7615,0.77692,6.3462,11.092,12.908,12.1,7.7231,3.1231,-2.5308,-6.1308,52.769,39.769,42,40.769,45.308,72.154,90.154,76.154,81.308,67.385,56.538,59.231
-12.8,-12,-8.3,-3.8,1,5.9,8,7.5,3.8,0,-5.7,-10.2,-4.3,-3.4,0.7,5.3,12.2,17.1,18.5,16.9,11.7,6.4,0.2,-2.7,-8.4647,-7.5647,-3.7706,0.80588,6.5765,11.435,13.276,12.224,7.8294,3.1941,-2.6353,-6.3235,48.059,35.647,36.588,35.412,40.118,62.588,85.706,69.765,72.294,59.824,51.471,53.588
-12.9,-12,-8.1,-3.2,1.9,7,9.1,8.2,4.5,0.4,-5.5,-10.1,-4.1,-3.2,1,5.7,12.6,17.5,18.8,17.3,12.1,6.6,0.6,-2.4,-8.3231,-7.3,-3.3077,1.4154,7.3923,12.323,14.077,12.869,8.4308,3.7231,-2.2231,-6.0462,37.154,28.462,28.923,32.385,38,61.154,83.385,65.846,64.769,49.923,43.077,43.154
-4.1,-4.6,-2.5,0.5,5,9.3,11.4,11.1,8.1,4.7,0.8,-2.7,0.8,1.1,4,9.4,15.6,19.5,20.9,20.1,15.9,11,5.7,2.4,-1.5267,-1.68,0.83333,4.9067,10.147,14.387,16.287,15.82,12.133,7.94,3.2733,-0.086667,48.133,35.267,37,36,42.267,46,67.6,59.267,59.867,52.4,56,54.067
-2.8,-3.2,-1.4,1.5,5.9,10.3,12.6,12.5,9.6,6.1,2.1,-1.2,1.7,1.8,4.6,9.4,15.1,19.3,21.1,20.6,16.6,11.8,6.5,3.2,-0.56,-0.69,1.62,5.47,10.47,14.83,16.88,16.55,13.05,8.92,4.29,0.98,45.8,32.9,35.3,34.5,39.5,41.5,63.6,55.2,58.2,50.8,55.4,52.1
-3.4,-3.9,-1.9,1,5.5,10,12.3,12,9,5.6,1.6,-1.9,1.3,1.4,4.5,9.6,15.5,19.7,21.4,20.7,16.6,11.7,6.3,2.9,-0.95333,-1.1667,1.3933,5.44,10.62,14.94,17.04,16.533,12.973,8.7667,4.06,0.7,39.8,31.067,30.8,30.4,37.467,40.133,61.067,53,53.8,44.333,49.667,44.733
-2.7,-3.1,-1.2,1.7,6,10.5,13,12.7,9.9,6.3,2.4,-1.1,1.3,1.5,4.5,9.6,15.4,19.5,21.3,20.7,16.6,11.8,6.4,3,-0.74,-0.9,1.62,5.68,10.7,15.02,17.18,16.8,13.3,9.12,4.4,1,41,31,32.2,31.6,38,40.6,61.6,54,56.6,47,52,47.2
-5.3,-6.1,-3.6,-0.3,4.3,8.6,10.6,9.9,7,3.7,-0.3,-4,0.2,0.3,3.6,9,15.5,19.6,21.1,20,15.4,10.3,4.8,1.5,-2.48,-2.77,0.08,4.37,9.91,14.23,15.97,15.09,11.28,7.02,2.24,-1.24,46,35,34,36.3,43.5,48.5,69.2,64.8,60.4,54.1,55.5,51.9
-5.2,-5.8,-3.4,-0.2,4.3,8.6,10.5,10,7.1,3.8,-0.2,-3.8,0.3,0.4,3.7,9.2,15.5,19.5,21,20,15.4,10.4,5,1.7,-2.32,-2.5267,0.21333,4.46,9.88,14.107,15.88,15.187,11.393,7.1667,2.42,-1.0133,48.467,36.2,36.867,37.067,44.267,49.267,70.133,63.267,61.133,54.133,56.267,54.6
-4.4,-5.3,-3,0.1,4.8,9.4,11.6,10.9,7.9,4.4,0.3,-3.2,1,0.9,4.1,9.2,15.5,19.9,21.5,20.4,16,11.1,5.7,2.5,-1.6273,-2.0091,0.70909,4.8364,10.327,14.8,16.7,15.873,12.109,7.8455,3.1091,-0.21818,39.545,32.545,28.636,32.727,39.545,42.818,62.182,58.091,54,49.273,52.455,46.818
-3.8,-4.5,-2.4,0.7,5.2,9.7,12,11.5,8.5,5,1,-2.4,1.1,1.1,4.3,9.4,15.5,19.8,21.5,20.6,16.3,11.3,5.9,2.7,-1.26,-1.5867,1.0467,5.14,10.473,14.853,16.853,16.187,12.513,8.28,3.5667,0.23333,39.4,31.8,29.867,31.333,38.2,41.4,60.8,54.8,53.067,45.933,49.8,45.2
-5.3,-6.6,-3.8,-0.4,4.5,9,11.1,10,7.1,3.5,-0.6,-4.6,0.5,0.3,3.9,9.1,16,20.5,21.9,20.2,15.6,10.3,4.6,1.4,-2.3467,-3.0333,0.11333,4.36,10.213,14.84,16.587,15.18,11.38,6.94,2.0467,-1.4933,42,31.8,28.267,34.333,40.267,45,67.8,68.667,59.867,53.4,56.267,47.2
-5.6,-6.5,-3.9,-0.6,4,8.4,10.4,9.6,6.7,3.4,-0.6,-4.4,0.3,0.2,3.7,8.9,15.7,20.1,21.5,20,15.4,10.2,4.6,1.4,-2.6333,-3.0667,-0.12667,4.1667,9.84,14.3,16.02,14.907,11.1,6.8,1.9933,-1.5267,44.267,33.733,31.533,35.6,42.6,47.467,69.067,67.2,60.133,53.8,56.267,49.8
-4.6,-5.8,-3.2,0.1,4.9,9.6,11.8,10.8,7.8,4.3,0.1,-3.6,0.5,0.3,3.9,9.1,16,20.6,22,20.3,15.6,10.5,5,1.8,-2.06,-2.66,0.38,4.62,10.42,15.1,16.927,15.713,11.847,7.44,2.54,-0.86,39.8,31.8,28,33.133,38.733,45.867,65.667,64.333,56,51.733,55.933,48.733
-4.7,-5.7,-3.2,0,4.7,9.4,11.6,10.7,7.7,4.2,0.1,-3.6,0.8,0.7,4,9.2,15.7,20.1,21.7,20.4,15.9,10.9,5.5,2.3,-1.8214,-2.3214,0.50714,4.6786,10.307,14.864,16.764,15.757,11.936,7.6286,2.8357,-0.52143,39.357,32.071,27.786,32.857,39.714,43.643,64.143,60.643,54.571,50.143,55.071,47.071
-6,-7.7,-4.4,-0.9,4.4,9.4,11.5,9.8,6.8,2.9,-1.5,-5.7,0.7,0.2,3.9,9,16.2,20.9,22.4,20.3,15.5,9.9,4.1,0.8,-2.725,-3.6,-0.125,4.1917,10.375,15.2,17,15.175,11.3,6.5417,1.4833,-2.225,46.083,33.833,31.417,37.583,41.583,52,73.5,72.917,67.833,59,62,50.75
-5.6,-7.1,-4.2,-0.8,4.3,9,11.1,9.7,6.8,3.1,-1.1,-5.1,0.6,0.1,3.8,8.9,15.9,20.7,22.1,20.1,15.4,10,4.3,1.1,-2.5538,-3.4231,-0.14615,4.0769,10.162,14.915,16.685,14.977,11.185,6.5462,1.5846,-2.0231,45.154,33.769,29.923,36.769,41.615,48.154,71.385,71.846,64.538,57.231,60.538,49.923
-6,-7.2,-3.9,-0.2,4.8,9.9,11.9,10.7,7.5,3.7,-0.8,-4.9,0,-0.1,3.7,9,16.1,20.8,22.2,20.3,15.4,9.9,4.2,1,-3.1214,-3.6214,-0.17857,4.3857,10.314,15.236,16.929,15.543,11.493,6.9071,1.8071,-1.8286,41.286,31.714,29.357,34.5,38.786,51.071,70.643,71.143,60.857,54.714,56.643,48.643
-5.5,-6.7,-3.7,-0.1,4.8,9.7,11.8,10.7,7.6,3.8,-0.5,-4.5,0.2,0,3.7,8.9,15.9,20.6,22,20.2,15.4,10.2,4.5,1.4,-2.6,-3.2,0.0076923,4.4,10.3,15.138,16.877,15.508,11.562,7.0385,2.0462,-1.4692,41.385,32.462,29.462,34.538,39.231,49.615,68.923,68.692,59.462,54.308,57.615,50.231
-10.1,-10.9,-6.8,-2.5,2.8,7.7,9.8,8.6,5,1.1,-3.9,-8.6,-1.7,-1.2,3,8.2,15.6,20.3,21.7,19.8,14.5,8.8,2.7,-0.8,-5.7333,-5.8867,-1.74,3.0133,9.3,14.153,15.933,14.327,9.9067,5.06,-0.42,-4.5733,48.067,35.133,33.667,40.933,45.467,64.6,81.067,86.267,72.733,60.667,63,50.8
-8.5,-9.7,-6,-2,3.2,8.2,10.4,8.9,5.6,1.7,-3,-7.5,-0.2,-0.3,3.6,8.7,15.9,20.7,22.1,20,15.1,9.5,3.5,0.2,-4.24,-4.84,-1.0467,3.44,9.6933,14.593,16.36,14.593,10.48,5.6733,0.41333,-3.46,49.667,36.4,34.533,40.8,44.133,60.267,78.867,80.933,72.2,62.267,65,53.533
-9.4,-10,-5.9,-1.4,3.5,8.7,10.8,9.7,6.2,2.2,-2.7,-7.6,-1.8,-1.4,2.8,8.3,15.4,20.3,21.6,19.8,14.6,9.2,3.1,-0.2,-5.4625,-5.5062,-1.4625,3.5,9.525,14.538,16.2,14.788,10.456,5.725,0.20625,-3.7812,44.812,32.375,31.438,37.875,40.812,55.875,75.375,81.312,67.375,55.688,57.438,47.625
-7.8,-8.7,-5,-0.9,4.1,9.2,11.3,10,6.7,2.8,-1.9,-6.4,-0.5,-0.5,3.5,8.8,15.9,20.7,22,20.2,15.2,9.8,3.9,0.6,-4.1389,-4.4889,-0.75,4.0222,10.006,14.994,16.644,15.222,11.067,6.4056,1.1056,-2.6833,42.889,31.833,30.833,36,39.5,54.278,73.5,76,64.722,55.889,56.944,48
-11.8,-12,-7.5,-2.8,2.3,7.4,9.6,8.4,4.7,0.8,-4.6,-9.6,-3.3,-2.3,2.2,7.4,14.8,19.5,21,19.1,13.6,7.9,1.6,-2.1,-7.6667,-7.2167,-2.7278,2.2722,8.5333,13.467,15.244,13.761,9.1333,4.2833,-1.5556,-5.9056,43.444,32.167,31.278,40.222,45.222,63.833,83,86.056,70.444,54.222,56.833,46.222
-10.6,-11,-6.8,-2.2,3,8,10.1,8.9,5.2,1.3,-3.8,-8.8,-2.6,-1.6,2.9,8.2,15.6,20.3,21.7,19.9,14.3,8.5,2.3,-1.4,-6.61,-6.37,-2,2.95,9.23,14.06,15.84,14.35,9.72,4.85,-0.8,-5.14,44,31.7,30.9,39.2,44.7,63.3,80.9,86.1,70.8,56,58.5,46
-11.7,-11.9,-7.5,-2.7,2.3,7.5,9.6,8.5,4.8,0.8,-4.5,-9.5,-3.1,-2.2,2.2,7.7,14.7,19.8,21,19.5,14.3,8.7,2.3,-1.3,-7.4467,-7,-2.5867,2.52,8.5467,13.707,15.413,14.053,9.5667,4.7333,-1.1533,-5.4267,46.667,34.533,32.6,40.6,41.733,56,76.867,85.067,70.267,55.267,58.4,49.467
-10.6,-11,-6.8,-2.1,2.9,8,10.1,9.1,5.5,1.5,-3.6,-8.5,-2.5,-1.8,2.5,8.1,15.1,20.2,21.4,19.7,14.6,9,2.7,-0.7,-6.4357,-6.2286,-1.9643,3.0929,9.1214,14.2,15.864,14.507,10.079,5.2786,-0.40714,-4.5429,45.714,33.071,31.429,38.929,40.929,55.143,75.786,83.786,68.429,55.071,57.357,47.643
-13.1,-12.7,-8.2,-3.2,2,7.2,9.3,8.2,4.4,0.4,-5.4,-10.5,-4.5,-3,1.6,6.8,13.9,19,20.4,18.6,13.2,7.6,0.9,-2.8,-8.8,-7.8833,-3.3583,1.6917,7.9,12.975,14.725,13.267,8.6667,3.85,-2.2833,-6.6667,39.833,31.25,30.583,39,43.083,62.667,84.917,80,68,50.5,51.333,45.417
-12.6,-12.4,-7.9,-3,2.2,7.3,9.4,8.3,4.6,0.5,-5.1,-10.1,-4,-2.6,1.9,7.2,14.5,19.4,20.8,19.1,13.6,7.9,1.4,-2.4,-8.3056,-7.5944,-3.0667,1.9611,8.2056,13.211,14.989,13.511,8.9,4.0556,-1.95,-6.3278,41.444,31.667,30.944,39.722,44.111,63.056,84.111,82.833,69.278,52.167,53.833,46
-13.2,-12.8,-8.1,-3,2,7.3,9.5,8.3,4.6,0.5,-5.3,-10.5,-4.5,-2.9,1.6,6.8,13.8,19.1,20.4,18.8,13.6,8,1.2,-2.6,-8.9083,-7.95,-3.325,1.8167,7.775,13.075,14.892,13.492,8.975,4.1083,-2.1583,-6.6167,45.583,35.833,34.75,41.25,42.167,57,77.917,81.833,72.25,55.667,59.667,52
-12.4,-12.2,-7.7,-2.7,2.3,7.5,9.7,8.5,4.9,0.8,-4.8,-9.9,-3.7,-2.4,2,7.3,14.5,19.5,20.9,19.3,14.1,8.5,1.9,-1.8,-8.0333,-7.3,-2.7556,2.3833,8.3556,13.6,15.361,13.989,9.5111,4.6222,-1.4611,-5.85,45.889,35.111,33.5,40.611,41.222,55.389,75.889,82.556,71.333,55.333,59.167,50.722
-14,-13.2,-8.6,-3.4,1.7,7,9.1,8,4.3,0.1,-6,-11.1,-5.5,-3.9,0.5,5.5,12.8,17.8,19.1,17.3,11.9,6.5,0,-3.6,-9.6833,-8.4556,-3.9889,0.99444,7.2056,12.372,14.117,12.661,8.1,3.3167,-3.0056,-7.2778,37,30.056,29.556,35.556,40.111,60.889,87,73.444,64.778,48.778,46.389,43.833
-13.6,-13.1,-8.5,-3.4,1.7,7,9.1,8,4.2,0.1,-5.8,-10.8,-4.9,-3.5,1.1,6.1,13.4,18.3,19.7,17.9,12.5,6.9,0.4,-3.2,-9.3,-8.2278,-3.7222,1.3056,7.5167,12.683,14.4,12.939,8.3667,3.55,-2.6778,-7.0167,38,30.722,30.222,37.944,41.889,62.222,86.5,77.5,66.778,49.5,48.889,44.611
-14.8,-14.1,-9.2,-3.8,1.1,6.6,9,7.7,3.9,-0.2,-6.6,-11.9,-5.7,-3.8,0.8,5.7,12.7,18.2,19.6,17.9,12.7,7.1,0.1,-3.8,-10.161,-8.8611,-4.1889,0.95556,6.9667,12.417,14.25,12.783,8.2333,3.3444,-3.2167,-7.7556,41.667,33.5,33.278,37.111,41.444,57.389,81.056,75.444,68.167,52.389,54.444,48.333
-14.1,-13.4,-8.8,-3.6,1.4,6.7,8.9,7.8,4,0,-6,-11.2,-5.2,-3.5,1.1,6.1,13.2,18.5,19.9,18.2,13,7.4,0.5,-3.4,-9.6611,-8.5278,-3.8556,1.2778,7.2611,12.628,14.461,13.006,8.5167,3.6333,-2.8,-7.3222,44.556,35.611,35.111,40.333,42.5,57.944,79.889,79.778,71.667,54.833,58.333,51.611
-14,-13.1,-8.7,-3.5,1.6,6.7,8.9,7.9,4.2,0.1,-6.2,-11.2,-5.2,-3.7,0.5,5.2,12.2,17.3,18.8,17.1,11.8,6.3,0,-3.3,-9.4824,-8.2294,-3.9647,0.90588,6.9353,12.088,13.9,12.512,8.0176,3.2529,-3.0235,-7.1706,40.059,30.765,30.706,31.412,37.353,56.118,84.059,67.529,63.647,50.765,46.765,46
-14.4,-13.5,-9,-3.8,1.4,6.7,8.9,7.7,3.9,-0.1,-6.5,-11.5,-5.2,-3.6,0.7,5.5,12.7,17.6,19,17.2,11.9,6.6,0.1,-3.3,-9.6462,-8.3538,-4.0077,0.93077,7.0769,12.231,13.985,12.562,8.0462,3.2846,-3.0385,-7.2308,37.769,29.846,29.769,33.077,38.615,58.385,85.462,69.385,63.769,48.923,45.769,44.231
-15.9,-14.9,-10.2,-4.5,0.8,6.4,8.7,7.3,3.4,-0.9,-7.9,-13.2,-6,-4.2,0.4,5.2,12.3,17.8,19.3,17.5,12.2,6.5,-0.4,-4,-10.541,-9.1,-4.4529,0.70588,6.8059,12.294,14.165,12.571,8.0059,3.0471,-3.6824,-8.1529,37.471,29.353,28.882,30.882,38.529,54.941,82.941,68.294,60.176,48.294,47.941,43.235
-14.8,-13.9,-9.4,-4.1,1.1,6.4,8.6,7.4,3.6,-0.4,-6.9,-12,-6,-4,0.7,5.5,12.5,18.1,19.6,17.9,12.6,6.9,-0.1,-3.9,-10.438,-9.0538,-4.3923,0.73077,6.8077,12.269,14.123,12.592,8.0231,3.1308,-3.5231,-8.0308,39.154,31.154,30.846,33.846,40.077,56.615,82.615,71.538,64,50,50.462,45.538
-2.8,-3.3,-1.4,1.7,6.1,10.6,13.1,12.8,9.9,6.3,2.3,-1.1,1.1,1.1,4.3,9.4,15.3,19.5,21.3,20.6,16.4,11.6,6.2,2.9,-0.83333,-1.1333,1.4333,5.5,10.667,15.033,17.267,16.7,13.167,8.9333,4.2333,0.86667,36.667,28.667,27.667,27.667,35.667,36.667,56.667,51,52.333,43,48,41.667
-3.1,-3.9,-1.8,1.3,5.8,10.5,12.9,12.4,9.3,5.8,1.8,-1.6,1,0.9,4.2,9.2,15.5,19.9,21.5,20.5,16.1,11.2,5.9,2.8,-1,-1.4333,1.1667,5.2,10.633,15.1,17.167,16.467,12.7,8.4667,3.8,0.56667,34.667,28,24.667,28,35,36,54.333,52.333,51.667,43.333,49.333,41.333
-2.8,-3.5,-1.6,1.5,6,10.6,13.1,12.7,9.7,6.1,2.2,-1.1,1.1,1,4.2,9.3,15.3,19.5,21.2,20.5,16.3,11.4,6.1,2.9,-0.85714,-1.2286,1.2857,5.3429,10.643,15.014,17.129,16.557,12.957,8.7143,4.0857,0.82857,35.143,27.714,25.714,26.571,34.429,34.714,53.143,50.429,51.714,42.143,47.429,40.286
-2.4,-3.2,-1.8,1.2,5.6,10.5,13.2,13.1,9.7,6.1,2.2,-0.7,1.2,0.8,3.6,8.1,14.2,18.5,20.4,19.7,15.6,11,6.1,3.1,-0.66667,-1.2333,0.83333,4.6,9.8,14.4,16.7,16.333,12.617,8.5333,4.0667,1.1,49.333,31,32,29.333,30.333,31.833,51.167,51,56,49,55.667,52.167
-2.4,-3.1,-1.6,1.4,5.9,10.6,13.4,13.2,10,6.4,2.4,-0.6,1.2,0.9,3.7,8.3,14.4,18.6,20.5,19.9,15.9,11.2,6.2,3.1,-0.62,-1.12,1.06,4.89,10.07,14.5,16.89,16.51,12.96,8.77,4.29,1.24,46.5,30,30.1,28.3,31.3,31.9,50.8,51.6,55.7,49,54.4,48.9
